IN_FID	NEAR_FID	NEAR_DIST	reserve	vegetation
31304	203	72.11882293290	Oakey Hill NR	Woodland
31305	13	83.80068395670	Oakey Hill NR	Woodland
31305	27	31.02234109830	Oakey Hill NR	Woodland
31306	9	50.09288570480	Oakey Hill NR	Open Woodland
31306	13	50.72955512000	Oakey Hill NR	Open Woodland
31306	66	15.39441695590	Oakey Hill NR	Open Woodland
31307	9	99.03446564480	Oakey Hill NR	Open Woodland
31307	66	15.88711373370	Oakey Hill NR	Open Woodland
31308	13	28.60049372440	Oakey Hill NR	Open Woodland
31308	66	63.88537746360	Oakey Hill NR	Open Woodland
31309	9	96.09220423720	Oakey Hill NR	Open Woodland
31309	10	88.06732431100	Oakey Hill NR	Open Woodland
31309	203	79.14519896750	Oakey Hill NR	Open Woodland
31310	13	33.24825086660	Oakey Hill NR	Woodland
31310	66	95.90464104780	Oakey Hill NR	Woodland
31311	27	22.67862038290	Oakey Hill NR	Open Woodland
31311	203	49.94625432270	Oakey Hill NR	Open Woodland
31312	9	70.55372456040	Oakey Hill NR	Open Woodland
31312	27	16.06929493430	Oakey Hill NR	Open Woodland
31313	27	44.36966555800	Oakey Hill NR	Open Woodland
31313	203	4.00777307948	Oakey Hill NR	Open Woodland
31314	13	6.49516648053	Oakey Hill NR	Open Woodland
31314	66	33.93415481210	Oakey Hill NR	Open Woodland
31315	9	34.06070953940	Oakey Hill NR	Open Woodland
31315	27	99.54511441500	Oakey Hill NR	Open Woodland
31316	10	44.76397463140	Oakey Hill NR	Woodland
31316	11	81.31956936770	Oakey Hill NR	Woodland
31317	13	45.19095852180	Oakey Hill NR	Open Woodland
31317	66	76.91511611050	Oakey Hill NR	Open Woodland
31318	13	84.83878410880	Oakey Hill NR	Woodland
31318	27	7.34069180015	Oakey Hill NR	Woodland
31319	9	88.57577261960	Oakey Hill NR	Open Woodland
31319	27	4.53069126274	Oakey Hill NR	Open Woodland
31320	11	61.12235556320	Oakey Hill NR	Open Woodland
31320	13	0.11944509439	Oakey Hill NR	Open Woodland
31320	66	55.92204338700	Oakey Hill NR	Open Woodland
31321	13	93.63246650540	Oakey Hill NR	Open Woodland
31322	10	48.79493415180	Oakey Hill NR	Open Woodland
31322	203	1.85165231089	Oakey Hill NR	Open Woodland
31323	27	27.49512118760	Oakey Hill NR	Open Woodland
31324	27	79.94189901020	Oakey Hill NR	Open Woodland
31325	27	41.11461966530	Oakey Hill NR	Open Woodland
31326	9	3.71225120843	Oakey Hill NR	Open Woodland
31326	13	34.18067526730	Oakey Hill NR	Open Woodland
31326	66	7.67748858839	Oakey Hill NR	Open Woodland
31327	13	52.75240706980	Oakey Hill NR	Woodland
31328	13	37.99434193080	Oakey Hill NR	Woodland
31328	27	59.80961321320	Oakey Hill NR	Woodland
31328	66	77.84823671560	Oakey Hill NR	Woodland
31329	13	86.69401221640	Oakey Hill NR	Woodland
31329	27	8.83656388923	Oakey Hill NR	Woodland
31329	203	52.16840092480	Oakey Hill NR	Woodland
31330	9	63.49504666310	Oakey Hill NR	Woodland
31330	27	29.01436868630	Oakey Hill NR	Woodland
31331	13	58.19958306610	Oakey Hill NR	Open Woodland
31331	27	97.53880221470	Oakey Hill NR	Open Woodland
31331	66	85.39934350050	Oakey Hill NR	Open Woodland
31332	27	63.50606877400	Oakey Hill NR	Open Woodland
31333	13	80.90480060470	Oakey Hill NR	Woodland
31333	27	20.41720215790	Oakey Hill NR	Woodland
31334	9	91.41978234120	Oakey Hill NR	Woodland
31334	27	24.56736495640	Oakey Hill NR	Woodland
31335	27	63.25225103700	Oakey Hill NR	Open Woodland
31336	11	99.53682161940	Oakey Hill NR	Woodland
31336	13	94.49825912990	Oakey Hill NR	Woodland
31336	27	81.66727125980	Oakey Hill NR	Woodland
31337	9	58.99866516090	Oakey Hill NR	Open Woodland
31337	13	29.34183053200	Oakey Hill NR	Open Woodland
31337	66	22.25130536760	Oakey Hill NR	Open Woodland
31338	9	70.35961357390	Oakey Hill NR	Open Woodland
31338	27	17.23724195030	Oakey Hill NR	Open Woodland
31339	9	10.68314559340	Oakey Hill NR	Open Woodland
31339	27	9.44338438453	Oakey Hill NR	Open Woodland
31340	9	58.73482227710	Oakey Hill NR	Open Woodland
31341	9	51.76226272390	Oakey Hill NR	Open Woodland
31341	27	63.16306996300	Oakey Hill NR	Open Woodland
31342	27	47.03595062340	Oakey Hill NR	Open Woodland
31343	9	5.01224962047	Oakey Hill NR	Open Woodland
31343	13	65.24092734300	Oakey Hill NR	Open Woodland
31343	66	77.13815830390	Oakey Hill NR	Open Woodland
31344	13	18.58862250080	Oakey Hill NR	Open Woodland
31344	66	64.37792232750	Oakey Hill NR	Open Woodland
31345	13	56.89697755890	Oakey Hill NR	Woodland
31345	27	27.85233539350	Oakey Hill NR	Woodland
31346	10	78.39229960250	Oakey Hill NR	Woodland
31347	10	23.04204458960	Oakey Hill NR	Woodland
31347	11	7.46184412626	Oakey Hill NR	Woodland
31348	27	11.87552088670	Oakey Hill NR	Woodland
31349	13	69.75475295930	Oakey Hill NR	Woodland
31349	27	36.03703911280	Oakey Hill NR	Woodland
31349	203	55.13445135580	Oakey Hill NR	Woodland
31350	13	34.39327474200	Oakey Hill NR	Open Woodland
31350	27	67.54135434610	Oakey Hill NR	Open Woodland
31350	66	28.56867314340	Oakey Hill NR	Open Woodland
31351	11	93.83848117750	Oakey Hill NR	0
31352	13	31.23661527000	Oakey Hill NR	Open Woodland
31352	66	1.89465998026	Oakey Hill NR	Open Woodland
31353	13	40.43978709210	Oakey Hill NR	Woodland
31353	27	65.10672904900	Oakey Hill NR	Woodland
31353	66	78.66469788420	Oakey Hill NR	Woodland
31354	27	78.14744220890	Oakey Hill NR	Open Woodland
31355	13	31.09428284860	Oakey Hill NR	Woodland
31355	27	68.77070546400	Oakey Hill NR	Woodland
31355	66	63.79324239830	Oakey Hill NR	Woodland
31356	13	50.77441439480	Oakey Hill NR	Open Woodland
31356	27	96.67403669910	Oakey Hill NR	Open Woodland
31356	66	9.86582484528	Oakey Hill NR	Open Woodland
31357	13	7.45930290039	Oakey Hill NR	Open Woodland
31357	27	89.18877222000	Oakey Hill NR	Open Woodland
31357	66	48.65075468650	Oakey Hill NR	Open Woodland
31358	10	63.56500622180	Oakey Hill NR	Woodland
31359	9	15.31898859400	Oakey Hill NR	Open Woodland
31360	27	47.92680920180	Oakey Hill NR	Woodland
31361	13	83.99901387180	Oakey Hill NR	Open Woodland
31361	27	98.10377959630	Oakey Hill NR	Open Woodland
31362	9	45.50762728100	Oakey Hill NR	Open Woodland
31362	27	31.02281707220	Oakey Hill NR	Open Woodland
31363	11	68.19248586760	Oakey Hill NR	Woodland
31363	13	49.09450479210	Oakey Hill NR	Woodland
31363	27	71.83015783780	Oakey Hill NR	Woodland
31364	9	66.34597773870	Oakey Hill NR	Open Woodland
31365	9	31.68447592770	Oakey Hill NR	Open Woodland
31365	10	18.46005215780	Oakey Hill NR	Open Woodland
31366	10	34.33033876830	Oakey Hill NR	Woodland
31367	13	68.05413496170	Oakey Hill NR	Woodland
31367	27	39.20960970070	Oakey Hill NR	Woodland
31368	9	80.77808811760	Oakey Hill NR	Open Woodland
31368	27	24.96802995800	Oakey Hill NR	Open Woodland
31369	10	33.23095472960	Oakey Hill NR	Woodland
31369	11	12.42420669790	Oakey Hill NR	Woodland
31370	203	84.62442028480	Oakey Hill NR	Woodland
31371	27	56.43140001030	Oakey Hill NR	Open Woodland
31371	203	61.27173005510	Oakey Hill NR	Open Woodland
31372	27	60.93693252650	Oakey Hill NR	Open Woodland
31373	10	60.28289160090	Oakey Hill NR	Woodland
31373	11	13.33982829240	Oakey Hill NR	Woodland
31374	9	98.01913879270	Oakey Hill NR	Open Woodland
31375	9	32.49266985350	Oakey Hill NR	Open Woodland
31376	10	65.95781813780	Oakey Hill NR	Open Woodland
31376	27	25.66458004410	Oakey Hill NR	Open Woodland
31376	203	38.78286165840	Oakey Hill NR	Open Woodland
31377	13	44.72445571340	Oakey Hill NR	Woodland
31377	27	54.26226767510	Oakey Hill NR	Woodland
31377	66	75.31270282180	Oakey Hill NR	Woodland
31378	9	67.59588021280	Oakey Hill NR	Woodland
31378	27	94.23137546260	Oakey Hill NR	Woodland
31379	27	75.77142668590	Oakey Hill NR	Open Woodland
31379	203	37.52693377990	Oakey Hill NR	Open Woodland
31380	27	30.11260561280	Oakey Hill NR	Woodland
31381	27	44.39757492330	Oakey Hill NR	Open Woodland
31382	9	16.22343409450	Oakey Hill NR	Open Woodland
31383	9	38.28693422300	Oakey Hill NR	Woodland
31383	27	53.21905581120	Oakey Hill NR	Woodland
31384	13	4.22079274381	Oakey Hill NR	Open Woodland
31384	66	32.56715949440	Oakey Hill NR	Open Woodland
31385	9	43.11871357050	Oakey Hill NR	Open Woodland
31385	27	35.27674909160	Oakey Hill NR	Open Woodland
31386	27	0.52984074822	Oakey Hill NR	Open Woodland
31386	203	89.20914270540	Oakey Hill NR	Open Woodland
31387	13	65.72206622760	Oakey Hill NR	Woodland
31387	27	38.63658364120	Oakey Hill NR	Woodland
31387	203	60.03593180480	Oakey Hill NR	Woodland
31388	13	16.08640642190	Oakey Hill NR	Open Woodland
31388	66	20.29573823400	Oakey Hill NR	Open Woodland
31389	11	74.34005812660	Oakey Hill NR	Woodland
31389	66	80.53624913420	Oakey Hill NR	Woodland
31390	11	81.90603616010	Oakey Hill NR	0
31391	10	94.06407377450	Oakey Hill NR	Woodland
31391	11	35.78007608990	Oakey Hill NR	Woodland
31391	13	49.54998629620	Oakey Hill NR	Woodland
31392	27	71.22969198340	Oakey Hill NR	Open Woodland
31393	10	32.22034955270	Oakey Hill NR	Woodland
31394	9	96.26113676040	Oakey Hill NR	Open Woodland
31394	27	39.54874330750	Oakey Hill NR	Open Woodland
31395	12	83.30885479350	Oakey Hill NR	Woodland
31395	13	25.78424625530	Oakey Hill NR	Woodland
31395	66	19.96830854010	Oakey Hill NR	Woodland
31396	203	48.30492155140	Oakey Hill NR	Open Woodland
31397	13	80.13570706480	Oakey Hill NR	Open Woodland
31398	11	32.81702014530	Oakey Hill NR	Woodland
31398	13	15.48539764670	Oakey Hill NR	Woodland
31398	27	84.94474881700	Oakey Hill NR	Woodland
31398	66	76.07517258670	Oakey Hill NR	Woodland
31399	9	19.24718201210	Oakey Hill NR	Woodland
31399	27	73.36875295470	Oakey Hill NR	Woodland
31400	27	18.42237438580	Oakey Hill NR	Open Woodland
31401	9	55.12683762860	Oakey Hill NR	Open Woodland
31401	13	49.27313430770	Oakey Hill NR	Open Woodland
31401	66	2.66287939480	Oakey Hill NR	Open Woodland
31402	11	22.42270778150	Oakey Hill NR	Woodland
31403	9	73.47203265420	Oakey Hill NR	Open Woodland
31404	9	45.44028197940	Oakey Hill NR	Open Woodland
31404	27	87.41850445870	Oakey Hill NR	Open Woodland
31405	9	5.78102483802	Oakey Hill NR	Open Woodland
31405	27	75.59080969020	Oakey Hill NR	Open Woodland
31406	10	32.25805496050	Oakey Hill NR	Open Woodland
31406	27	72.39763994690	Oakey Hill NR	Open Woodland
31406	203	24.96145035210	Oakey Hill NR	Open Woodland
31407	27	19.95338898940	Oakey Hill NR	Open Woodland
31407	203	74.87889631030	Oakey Hill NR	Open Woodland
31408	10	70.62178271130	Oakey Hill NR	Woodland
31408	11	73.69839759290	Oakey Hill NR	Woodland
31409	10	77.48548452470	Oakey Hill NR	Woodland
31410	9	82.95870767130	Oakey Hill NR	0
31411	9	0.89646961726	Oakey Hill NR	Open Woodland
31411	13	92.69096505270	Oakey Hill NR	Open Woodland
31411	66	97.43640255770	Oakey Hill NR	Open Woodland
31412	10	55.27043153040	Oakey Hill NR	Woodland
31412	11	24.41208035750	Oakey Hill NR	Woodland
31412	13	87.72915381230	Oakey Hill NR	Woodland
31413	13	60.71389751690	Oakey Hill NR	Woodland
31413	27	39.69695928220	Oakey Hill NR	Woodland
31413	66	96.57677384320	Oakey Hill NR	Woodland
31413	203	58.96341642380	Oakey Hill NR	Woodland
31414	9	13.39473500540	Oakey Hill NR	Open Woodland
31414	10	6.55281854705	Oakey Hill NR	Open Woodland
31415	11	58.70958137840	Oakey Hill NR	Woodland
31415	13	23.71554224750	Oakey Hill NR	Woodland
31415	27	61.95969685510	Oakey Hill NR	Woodland
31415	66	81.95526565070	Oakey Hill NR	Woodland
31416	13	92.41732943470	Oakey Hill NR	Open Woodland
31416	27	93.79203181220	Oakey Hill NR	Open Woodland
31417	9	72.04500676650	Oakey Hill NR	Open Woodland
31417	10	1.05072391727	Oakey Hill NR	Open Woodland
31417	203	51.95863825430	Oakey Hill NR	Open Woodland
31418	11	88.05099406280	Oakey Hill NR	0
31419	9	43.31250345770	Oakey Hill NR	Open Woodland
31419	27	20.55639335680	Oakey Hill NR	Open Woodland
31420	13	54.02019138180	Oakey Hill NR	Woodland
31420	66	1.35271401376	Oakey Hill NR	Woodland
31421	10	44.91218391120	Oakey Hill NR	Woodland
31421	11	5.08824798850	Oakey Hill NR	Woodland
31422	13	38.03226156070	Oakey Hill NR	Open Woodland
31422	66	1.33441313280	Oakey Hill NR	Open Woodland
31423	9	36.17199001550	Oakey Hill NR	Open Woodland
31424	10	41.06836572120	Oakey Hill NR	Woodland
31424	11	69.24770967140	Oakey Hill NR	Woodland
31425	13	51.94420871300	Oakey Hill NR	Woodland
31425	27	24.70539340340	Oakey Hill NR	Woodland
31426	13	18.81804130200	Oakey Hill NR	Woodland
31426	27	71.60412999800	Oakey Hill NR	Woodland
31426	66	56.50244061500	Oakey Hill NR	Woodland
31427	27	78.26319734190	Oakey Hill NR	Open Woodland
31428	9	73.76607523860	Oakey Hill NR	Open Woodland
31428	27	2.57775015765	Oakey Hill NR	Open Woodland
31429	9	78.74479175890	Oakey Hill NR	Open Woodland
31429	27	7.41421946118	Oakey Hill NR	Open Woodland
31430	12	11.29146196160	Oakey Hill NR	Woodland
31430	13	35.64439799440	Oakey Hill NR	Woodland
31430	14	40.11840749970	Oakey Hill NR	Woodland
31430	66	9.99125330727	Oakey Hill NR	Woodland
31431	13	34.44267577230	Oakey Hill NR	Open Woodland
31431	66	9.91521743548	Oakey Hill NR	Open Woodland
31432	11	98.26347255560	Oakey Hill NR	0
31433	10	66.96325054820	Oakey Hill NR	Woodland
31434	9	11.19676003230	Oakey Hill NR	Open Woodland
31435	9	90.43957511700	Oakey Hill NR	Open Woodland
31435	27	72.19921502520	Oakey Hill NR	Open Woodland
31436	10	64.95628909930	Oakey Hill NR	Woodland
31436	11	71.69231556270	Oakey Hill NR	Woodland
31437	12	75.63101519980	Oakey Hill NR	Woodland
31437	13	23.63043697500	Oakey Hill NR	Woodland
31437	66	22.63796628030	Oakey Hill NR	Woodland
31438	11	6.50157334290	Oakey Hill NR	Open Woodland
31438	13	25.60165088840	Oakey Hill NR	Open Woodland
31438	66	33.33701830670	Oakey Hill NR	Open Woodland
31439	13	49.80958754320	Oakey Hill NR	Open Woodland
31439	27	90.28506388140	Oakey Hill NR	Open Woodland
31439	66	72.79981013660	Oakey Hill NR	Open Woodland
31440	27	78.83941305980	Oakey Hill NR	Open Woodland
31441	9	88.87098542830	Oakey Hill NR	Woodland
31441	10	87.29536895510	Oakey Hill NR	Woodland
31442	10	78.26732149240	Oakey Hill NR	Woodland
31442	11	33.57401506270	Oakey Hill NR	Woodland
31442	13	65.17514733490	Oakey Hill NR	Woodland
31443	13	5.95625432271	Oakey Hill NR	Open Woodland
31443	66	33.00861185510	Oakey Hill NR	Open Woodland
31444	27	73.24519003470	Oakey Hill NR	Open Woodland
31445	9	47.77729923110	Oakey Hill NR	Woodland
31446	13	12.43163790030	Oakey Hill NR	Open Woodland
31446	66	47.30752752970	Oakey Hill NR	Open Woodland
31447	11	87.96068489640	Oakey Hill NR	Woodland
31447	13	7.56235476054	Oakey Hill NR	Woodland
31447	27	30.14946437700	Oakey Hill NR	Woodland
31447	66	51.27534985550	Oakey Hill NR	Woodland
31448	9	42.94665613130	Oakey Hill NR	Woodland
31448	10	97.55623686140	Oakey Hill NR	Woodland
31449	27	57.70963808110	Oakey Hill NR	Open Woodland
31450	9	71.00217438490	Oakey Hill NR	Open Woodland
31450	13	37.16113926780	Oakey Hill NR	Open Woodland
31450	66	17.57921160470	Oakey Hill NR	Open Woodland
31451	10	2.39146313399	Oakey Hill NR	Woodland
31451	11	25.46128106430	Oakey Hill NR	Woodland
31452	9	90.99631641330	Oakey Hill NR	Open Woodland
31452	27	79.63827601400	Oakey Hill NR	Open Woodland
31453	9	23.78573023270	Oakey Hill NR	Open Woodland
31453	27	4.08417138760	Oakey Hill NR	Open Woodland
31454	13	1.05695227693	Oakey Hill NR	Open Woodland
31454	27	94.12574681910	Oakey Hill NR	Open Woodland
31454	66	36.63862664720	Oakey Hill NR	Open Woodland
31455	10	84.60940568470	Oakey Hill NR	Open Woodland
31455	27	5.01234185713	Oakey Hill NR	Open Woodland
31455	203	40.28457547750	Oakey Hill NR	Open Woodland
31456	27	36.32738987590	Oakey Hill NR	Open Woodland
31457	9	58.63084091830	Oakey Hill NR	Woodland
31457	27	70.36775581170	Oakey Hill NR	Woodland
31458	9	19.49562793080	Oakey Hill NR	Open Woodland
31459	13	40.04453601150	Oakey Hill NR	Open Woodland
31459	66	12.19151005470	Oakey Hill NR	Open Woodland
31460	27	42.70143261810	Oakey Hill NR	Open Woodland
31461	11	80.04619347440	Oakey Hill NR	Open Woodland
31461	13	1.02809824625	Oakey Hill NR	Open Woodland
31461	66	56.21465541290	Oakey Hill NR	Open Woodland
31462	9	0.52756583646	Oakey Hill NR	Open Woodland
31462	27	91.78581212550	Oakey Hill NR	Open Woodland
31463	13	64.05767553770	Oakey Hill NR	Woodland
31463	27	12.69561725880	Oakey Hill NR	Woodland
31464	13	39.95149382860	Oakey Hill NR	Woodland
31464	66	5.19636490366	Oakey Hill NR	Woodland
31465	13	99.04720873680	Oakey Hill NR	Open Woodland
31465	27	10.48732238280	Oakey Hill NR	Open Woodland
31465	203	90.23331580560	Oakey Hill NR	Open Woodland
31466	27	20.72814514960	Oakey Hill NR	Woodland
31467	9	65.29723098780	Oakey Hill NR	Open Woodland
31467	10	61.76264439630	Oakey Hill NR	Open Woodland
31467	203	88.25431686780	Oakey Hill NR	Open Woodland
31468	9	31.41214032770	Oakey Hill NR	Open Woodland
31468	27	22.88694237720	Oakey Hill NR	Open Woodland
31469	10	97.34857752640	Oakey Hill NR	Open Woodland
31469	203	42.88456302850	Oakey Hill NR	Open Woodland
31470	13	21.79355588460	Oakey Hill NR	Open Woodland
31470	66	14.94842649040	Oakey Hill NR	Open Woodland
31471	10	17.66085103700	Oakey Hill NR	Woodland
31471	11	72.63998278020	Oakey Hill NR	Woodland
31472	10	89.71432909430	Oakey Hill NR	Open Woodland
31472	27	5.35781950234	Oakey Hill NR	Open Woodland
31472	203	60.00761145970	Oakey Hill NR	Open Woodland
31473	11	61.01220129320	Oakey Hill NR	Woodland
31473	13	56.52013776430	Oakey Hill NR	Woodland
31473	27	83.81214135100	Oakey Hill NR	Woodland
31474	13	39.56098912260	Oakey Hill NR	Woodland
31474	27	70.68964951890	Oakey Hill NR	Woodland
31474	66	78.16459935300	Oakey Hill NR	Woodland
31474	203	72.91770240320	Oakey Hill NR	Woodland
31475	13	49.58076572430	Oakey Hill NR	Open Woodland
31475	27	80.05771630370	Oakey Hill NR	Open Woodland
31475	66	70.35732367360	Oakey Hill NR	Open Woodland
31476	13	16.38772875950	Oakey Hill NR	Open Woodland
31476	27	75.52767932030	Oakey Hill NR	Open Woodland
31476	66	62.03895910190	Oakey Hill NR	Open Woodland
31477	13	7.59252739412	Oakey Hill NR	Open Woodland
31477	27	95.33993936100	Oakey Hill NR	Open Woodland
31477	66	50.39976793890	Oakey Hill NR	Open Woodland
31478	27	63.29135115990	Oakey Hill NR	Woodland
31478	203	87.77090809420	Oakey Hill NR	Woodland
31479	10	62.21505865050	Oakey Hill NR	Woodland
31479	11	75.68780213560	Oakey Hill NR	Woodland
31480	9	48.63895964120	Oakey Hill NR	Open Woodland
31480	10	7.72060720113	Oakey Hill NR	Open Woodland
31480	203	68.83079232770	Oakey Hill NR	Open Woodland
31481	12	5.10616686022	Oakey Hill NR	Woodland
31481	13	16.42772857950	Oakey Hill NR	Woodland
31481	14	22.12100234240	Oakey Hill NR	Woodland
31481	66	29.35283959600	Oakey Hill NR	Woodland
31482	10	40.20224309210	Oakey Hill NR	Woodland
31483	13	11.54358491450	Oakey Hill NR	Open Woodland
31483	27	94.08122259440	Oakey Hill NR	Open Woodland
31483	66	33.82687507960	Oakey Hill NR	Open Woodland
31484	9	48.03545802740	Oakey Hill NR	Open Woodland
31485	13	38.63552039320	Oakey Hill NR	Woodland
31485	27	13.42418428000	Oakey Hill NR	Woodland
31486	10	74.61534883950	Oakey Hill NR	Open Woodland
31486	27	88.25701628660	Oakey Hill NR	Open Woodland
31486	203	31.13938725370	Oakey Hill NR	Open Woodland
31487	13	4.42551190199	Oakey Hill NR	Open Woodland
31487	66	36.75672290290	Oakey Hill NR	Open Woodland
31488	9	89.89542879610	Oakey Hill NR	Woodland
31488	10	73.32377930340	Oakey Hill NR	Woodland
31488	203	96.03952113410	Oakey Hill NR	Woodland
31489	10	72.48099996700	Oakey Hill NR	Woodland
31489	203	85.15286678200	Oakey Hill NR	Woodland
31490	9	72.74839015150	Oakey Hill NR	Open Woodland
31491	9	51.26688484290	Oakey Hill NR	Open Woodland
31491	27	42.20262859700	Oakey Hill NR	Open Woodland
31492	203	71.36874923480	Oakey Hill NR	Open Woodland
31493	11	90.06804445910	Oakey Hill NR	Woodland
31493	66	94.05089907020	Oakey Hill NR	Woodland
31494	13	43.87956786930	Oakey Hill NR	Woodland
31494	27	23.49855581660	Oakey Hill NR	Woodland
31495	9	17.69149315040	Oakey Hill NR	Woodland
31495	27	83.03220421920	Oakey Hill NR	Woodland
31496	13	8.47934864854	Oakey Hill NR	Open Woodland
31496	66	18.04867607360	Oakey Hill NR	Open Woodland
31497	9	10.96027061050	Oakey Hill NR	Open Woodland
31497	27	73.57358926560	Oakey Hill NR	Open Woodland
31498	10	78.09336701490	Oakey Hill NR	Open Woodland
31498	27	83.93611747240	Oakey Hill NR	Open Woodland
31498	203	31.35543556700	Oakey Hill NR	Open Woodland
31499	9	97.56788013500	Oakey Hill NR	Open Woodland
31499	10	14.66679549200	Oakey Hill NR	Open Woodland
31499	203	46.91365488420	Oakey Hill NR	Open Woodland
31500	10	20.13434954080	Oakey Hill NR	Woodland
31501	9	48.35368806900	Oakey Hill NR	Open Woodland
31501	13	51.95676617150	Oakey Hill NR	Open Woodland
31501	66	4.76622459638	Oakey Hill NR	Open Woodland
31502	9	96.26019992390	Oakey Hill NR	Open Woodland
31502	27	0.26606867580	Oakey Hill NR	Open Woodland
31503	9	6.82748789951	Oakey Hill NR	Open Woodland
31503	13	32.56065126450	Oakey Hill NR	Open Woodland
31503	66	59.30767346680	Oakey Hill NR	Open Woodland
31504	27	24.06134433790	Oakey Hill NR	Open Woodland
31505	11	40.30053799240	Oakey Hill NR	Woodland
31506	13	19.13843042850	Oakey Hill NR	Open Woodland
31506	27	95.28036873800	Oakey Hill NR	Open Woodland
31506	66	39.26594259880	Oakey Hill NR	Open Woodland
31507	9	91.49806915050	Oakey Hill NR	Open Woodland
31507	13	99.51648929750	Oakey Hill NR	Open Woodland
31508	27	91.44135868260	Oakey Hill NR	Woodland
31509	9	6.81740775762	Oakey Hill NR	Woodland
31510	13	0.16303941622	Oakey Hill NR	Open Woodland
31510	27	91.98471232130	Oakey Hill NR	Open Woodland
31510	66	46.02449952010	Oakey Hill NR	Open Woodland
31511	9	96.98951884430	Oakey Hill NR	Open Woodland
31512	13	14.24154771900	Oakey Hill NR	Open Woodland
31512	27	76.25008512970	Oakey Hill NR	Open Woodland
31512	66	51.89385169690	Oakey Hill NR	Open Woodland
31513	11	5.65525794997	Oakey Hill NR	Woodland
31514	13	74.78278178120	Oakey Hill NR	Woodland
31514	27	11.78771306750	Oakey Hill NR	Woodland
31515	9	90.52775141710	Oakey Hill NR	Open Woodland
31515	27	15.09513195340	Oakey Hill NR	Open Woodland
31516	203	56.86209412850	Oakey Hill NR	Open Woodland
31517	27	3.60277299040	Oakey Hill NR	Open Woodland
31518	9	99.34068102160	Oakey Hill NR	Open Woodland
31518	10	8.82021991661	Oakey Hill NR	Open Woodland
31518	203	41.05514665740	Oakey Hill NR	Open Woodland
31519	13	58.37119072300	Oakey Hill NR	Woodland
31519	27	17.13376644660	Oakey Hill NR	Woodland
31520	27	63.15947324640	Oakey Hill NR	Open Woodland
31521	9	10.58883244920	Oakey Hill NR	Open Woodland
31521	27	81.78011824290	Oakey Hill NR	Open Woodland
31522	9	1.47902671985	Oakey Hill NR	Open Woodland
31523	9	94.45935766940	Oakey Hill NR	Open Woodland
31523	10	22.79577551410	Oakey Hill NR	Open Woodland
31523	203	55.69364290600	Oakey Hill NR	Open Woodland
31524	13	27.18999825620	Oakey Hill NR	Open Woodland
31524	66	8.19579269452	Oakey Hill NR	Open Woodland
31525	13	73.31153236240	Oakey Hill NR	Woodland
31525	27	40.14294191320	Oakey Hill NR	Woodland
31525	66	96.24361225080	Oakey Hill NR	Woodland
31526	9	38.56340073140	Oakey Hill NR	Open Woodland
31526	27	73.40764732310	Oakey Hill NR	Open Woodland
31527	27	21.83983796000	Oakey Hill NR	Open Woodland
31527	203	74.30082145520	Oakey Hill NR	Open Woodland
31528	9	56.30090082180	Oakey Hill NR	Woodland
31528	27	53.69380397670	Oakey Hill NR	Woodland
31529	11	44.47397040890	Oakey Hill NR	Woodland
31530	13	72.90564903720	Oakey Hill NR	Open Woodland
31531	13	24.50532300650	Oakey Hill NR	Woodland
31531	27	28.02396469300	Oakey Hill NR	Woodland
31531	66	87.68207261500	Oakey Hill NR	Woodland
31532	13	84.62727588410	Oakey Hill NR	Woodland
31532	27	7.31664379226	Oakey Hill NR	Woodland
31532	203	68.06547826080	Oakey Hill NR	Woodland
31533	9	87.52839363910	Oakey Hill NR	Open Woodland
31533	10	77.53786177150	Oakey Hill NR	Open Woodland
31533	203	72.10639184360	Oakey Hill NR	Open Woodland
31534	9	5.40048229350	Oakey Hill NR	Open Woodland
31535	10	84.99574394910	Oakey Hill NR	Woodland
31536	9	17.60197576890	Oakey Hill NR	Open Woodland
31536	13	51.43147762970	Oakey Hill NR	Open Woodland
31536	66	76.29336548640	Oakey Hill NR	Open Woodland
31537	9	6.56645555251	Oakey Hill NR	Open Woodland
31538	27	10.66827921300	Oakey Hill NR	Open Woodland
31538	203	84.86161920480	Oakey Hill NR	Open Woodland
31539	9	36.28292733070	Oakey Hill NR	Open Woodland
31539	27	52.81286070540	Oakey Hill NR	Open Woodland
31540	27	12.58104896130	Oakey Hill NR	Woodland
31541	9	96.05523421510	Oakey Hill NR	Woodland
31541	27	0.96532947474	Oakey Hill NR	Woodland
31542	27	58.81456899250	Oakey Hill NR	Open Woodland
31542	203	67.30641812380	Oakey Hill NR	Open Woodland
31543	13	71.94259679310	Oakey Hill NR	Woodland
31543	27	21.74029004330	Oakey Hill NR	Woodland
31544	13	39.39535789730	Oakey Hill NR	Woodland
31544	27	51.86951191690	Oakey Hill NR	Woodland
31544	66	83.82667527630	Oakey Hill NR	Woodland
31545	27	17.85987124640	Oakey Hill NR	Open Woodland
31545	203	22.69992854240	Oakey Hill NR	Open Woodland
31546	9	36.00124265620	Oakey Hill NR	Woodland
31546	27	56.22884026680	Oakey Hill NR	Woodland
31547	27	47.29724792280	Oakey Hill NR	Open Woodland
31548	13	3.66699693068	Oakey Hill NR	Open Woodland
31548	27	97.44411483860	Oakey Hill NR	Open Woodland
31548	66	31.61875995830	Oakey Hill NR	Open Woodland
31549	10	40.38787214040	Oakey Hill NR	Open Woodland
